OverallQual,TotalBsmtSF,GrLivArea,MSZoning,Utilities,Neighborhood,GarageType,HouseStyle,SalePrice
7,1232,1232,RL,AllPub,CollgCr,Attchd,1Story,194500
5,1584,1776,RL,AllPub,NAmes,Detchd,1Story,110000
4,780,1208,RM,AllPub,IDOTRR,Detchd,1.5Fin,103000
8,1595,1616,RL,AllPub,StoneBr,Attchd,1Story,236500
7,868,1146,RL,AllPub,Timber,Attchd,SLvl,187500
7,1153,2031,RL,AllPub,CollgCr,Attchd,2Story,222500
5,864,1144,RL,AllPub,Sawyer,Attchd,1Story,131400
5,948,948,RL,AllPub,Sawyer,Attchd,1Story,108000
7,880,1768,RM,AllPub,OldTown,Detchd,2.5Unf,163000
3,0,1040,RL,AllPub,NAmes,Detchd,1Story,93500
8,893,1801,RL,AllPub,Gilbert,Attchd,2Story,239900
5,1200,1200,RL,AllPub,Edwards,NA,1Story,179000
7,864,1728,RL,AllPub,CollgCr,Attchd,2Story,190000
5,264,1432,RM,AllPub,OldTown,Detchd,2Story,132000
6,912,912,RL,AllPub,Sawyer,Detchd,1Story,142000
7,1349,1349,RL,AllPub,SawyerW,Attchd,1Story,179000
5,520,1464,RL,AllPub,Sawyer,Attchd,SLvl,175000
8,1337,1337,RL,AllPub,StoneBr,Attchd,1Story,180000
8,1142,2715,RL,AllPub,NWAmes,BuiltIn,2Story,299800
7,952,2256,RL,AllPub,Gilbert,BuiltIn,2Story,236000
7,1240,2640,RM,AllPub,OldTown,Detchd,2Story,265979
7,1720,1720,RL,AllPub,NoRidge,Attchd,1Story,260400
4,0,1529,RL,AllPub,Edwards,Detchd,1.5Fin,98000
4,576,1140,RM,AllPub,OldTown,NA,1.5Fin,96500
7,660,1320,RL,AllPub,Gilbert,Attchd,2Story,162000
6,1479,1494,RL,AllPub,CollgCr,Attchd,1Story,217000
8,1030,2098,RL,AllPub,NridgHt,Attchd,2Story,275500
6,1026,1026,RL,AllPub,NAmes,Detchd,1Story,156000
6,729,1471,FV,AllPub,Somerst,Detchd,2Story,172500
8,866,1768,RL,AllPub,CollgCr,Attchd,2Story,212000
6,672,1386,RL,AllPub,Sawyer,Attchd,2Story,158900
7,744,1501,FV,AllPub,Somerst,Detchd,2Story,179400
8,1318,2531,RL,AllPub,NoRidge,Attchd,2Story,290000
6,864,864,RL,AllPub,NAmes,Detchd,1Story,127500
5,1145,1301,RM,AllPub,BrkSide,Detchd,1Story,100000
7,756,1547,FV,AllPub,Somerst,Attchd,2Story,215200
8,1252,2365,RL,AllPub,NoRidge,Attchd,2Story,337000
8,1494,1494,RL,AllPub,Veenker,Attchd,1Story,270000
9,1498,1506,RL,AllPub,Somerst,Attchd,1Story,264132
7,980,1714,RL,AllPub,NWAmes,Attchd,2Story,196500
6,983,1750,RL,AllPub,Mitchel,Attchd,1.5Fin,160000
7,1860,1836,RL,AllPub,CollgCr,Attchd,1Story,216837
8,1650,3279,RL,AllPub,StoneBr,BuiltIn,2Story,538000
5,858,858,RL,AllPub,Sawyer,Detchd,SFoyer,134900
4,836,1220,RL,AllPub,Edwards,Detchd,1Story,102000
6,1029,1117,RL,AllPub,Edwards,Detchd,SLvl,107000
5,912,912,RL,AllPub,NAmes,Attchd,1Story,114500
8,1935,1973,RL,AllPub,NridgHt,Attchd,1Story,395000
6,1204,1204,RM,AllPub,Mitchel,Attchd,1Story,162000
7,1614,1614,RL,AllPub,CollgCr,Attchd,1Story,221500
5,864,894,RL,AllPub,Sawyer,Attchd,1Story,142500
5,0,2020,RH,AllPub,SawyerW,Detchd,1Story,144000
6,975,1004,RL,AllPub,Mitchel,Attchd,SFoyer,135000
7,1237,1253,RL,AllPub,Gilbert,Attchd,1Story,176000
6,761,1603,RL,AllPub,SawyerW,Attchd,2Story,175900
7,1413,1430,RL,AllPub,CollgCr,Attchd,1Story,187100
5,1097,1110,RL,AllPub,Mitchel,Attchd,SFoyer,165500
6,742,1484,RM,AllPub,OldTown,NA,2.5Unf,128000
6,1372,1342,RL,AllPub,NWAmes,Attchd,1Story,161500
5,686,1652,RM,AllPub,OldTown,Detchd,1.5Fin,139000
7,956,2084,RL,AllPub,SawyerW,BuiltIn,2Story,233000
4,901,901,RM,AllPub,OldTown,Detchd,1Story,107900
6,832,2087,RL,AllPub,ClearCr,Attchd,2Story,187500
7,1145,1145,RL,AllPub,Blmngtn,Attchd,1Story,160200
6,1029,1062,RL,AllPub,Mitchel,Attchd,SLvl,146800
7,1117,2013,RL,AllPub,NoRidge,Attchd,2Story,269790
8,1496,1496,RL,AllPub,Somerst,Attchd,1Story,225000
7,712,1895,RL,AllPub,Gilbert,Attchd,2Story,194500
6,650,1564,RL,AllPub,SawyerW,Attchd,2Story,171000
6,660,1285,RL,AllPub,Sawyer,Attchd,1Story,143500
5,773,773,RL,AllPub,NAmes,Attchd,1Story,110000
9,1926,3140,RL,AllPub,NridgHt,BuiltIn,2Story,485000
5,731,1768,RL,AllPub,SWISU,Detchd,1.5Fin,175000
6,616,1688,RL,AllPub,ClearCr,Attchd,2Story,200000
4,1196,1196,RM,AllPub,IDOTRR,Detchd,1Story,109900
7,728,1456,RL,AllPub,CollgCr,Attchd,2Story,189000
9,1734,2822,RL,AllPub,NridgHt,BuiltIn,2Story,582933
5,936,1128,RL,AllPub,NAmes,Attchd,1Story,118000
7,1417,1428,RL,AllPub,Somerst,Attchd,1Story,227680
5,980,980,RL,AllPub,NAmes,Attchd,SLvl,135500
5,1324,1576,RL,AllPub,BrkSide,Attchd,2Story,223500
5,1024,1086,RL,AllPub,NAmes,Attchd,SLvl,159950
5,849,2138,RM,AllPub,OldTown,Detchd,2.5Unf,106000
6,1040,1309,RL,AllPub,NWAmes,Attchd,1Story,181000
6,848,848,RM,AllPub,CollgCr,Attchd,1Story,144500
5,540,1044,C (all),AllPub,IDOTRR,Basment,1Story,55993
6,1442,1442,RL,AllPub,NAmes,Attchd,1Story,157900
5,686,1250,RL,AllPub,Edwards,Detchd,1.5Fin,116000
7,1649,1661,RL,AllPub,CollgCr,Attchd,1Story,224900
5,1008,1008,RL,AllPub,NAmes,Attchd,1Story,137000
8,1568,1689,RL,AllPub,Mitchel,Attchd,1Story,271000
6,1010,1052,RL,AllPub,ClearCr,Attchd,SLvl,155000
7,1358,1358,RL,AllPub,NridgHt,Attchd,1Story,224000
7,798,1640,RL,AllPub,CollgCr,Attchd,2Story,183000
4,936,936,RM,AllPub,OldTown,Detchd,1Story,93000
7,847,1733,RL,AllPub,Gilbert,BuiltIn,2Story,225000
6,778,1489,RL,AllPub,SWISU,Detchd,1.5Fin,139500
8,1489,1489,FV,AllPub,Somerst,Attchd,1Story,232600
10,2078,2084,RL,AllPub,NridgHt,Attchd,1Story,385000
5,784,784,RM,AllPub,BrkSide,NA,1.5Unf,109500
7,1454,1434,RL,AllPub,SawyerW,Attchd,1Story,189000
5,1013,2126,RL,AllPub,ClearCr,Attchd,2Story,185000
7,600,1223,FV,AllPub,Somerst,Detchd,2Story,147400
6,1392,1392,RL,AllPub,NAmes,Attchd,1Story,166000
7,600,1200,FV,AllPub,Somerst,Detchd,2Story,151000
7,941,1829,RL,AllPub,CollgCr,Attchd,2Story,237000
6,1516,1516,RL,AllPub,NAmes,Attchd,1Story,167000
5,1144,1144,RL,AllPub,NAmes,Attchd,1Story,139950
4,1067,1067,RL,AllPub,Sawyer,Attchd,1Story,128000
5,1559,1559,RM,AllPub,OldTown,Detchd,1Story,153500
6,483,987,RM,AllPub,BrDale,Detchd,2Story,100000
5,1099,1099,RL,AllPub,CollgCr,Attchd,1Story,144000
5,768,1200,RL,AllPub,Edwards,Detchd,1.5Fin,130500
6,672,1482,RH,AllPub,SWISU,Detchd,2Story,140000
5,650,1539,RM,AllPub,OldTown,Detchd,2Story,157500
6,1127,1165,RL,AllPub,NAmes,Attchd,SLvl,174900
5,1800,1800,RL,AllPub,NAmes,NA,1Story,141000
5,876,1416,RM,AllPub,OldTown,Detchd,1.5Fin,153900
5,1390,1701,RL,AllPub,Sawyer,Basment,SFoyer,171000
7,740,1775,RL,AllPub,SawyerW,Attchd,2Story,213000
5,864,864,RL,AllPub,CollgCr,Attchd,1Story,133500
6,907,2358,RL,AllPub,ClearCr,Detchd,1.5Fin,240000
6,528,1855,RL,AllPub,Veenker,Attchd,SLvl,187000
6,848,848,RM,AllPub,CollgCr,Attchd,1Story,131500
8,1273,1456,RL,AllPub,Blmngtn,Attchd,1Story,215000
7,918,1646,RL,AllPub,Crawfor,Detchd,2.5Unf,164000
6,1127,1445,RL,AllPub,NAmes,Attchd,SLvl,158000
5,1763,1779,RL,AllPub,Sawyer,Attchd,1Story,170000
5,1040,1040,RL,AllPub,Sawyer,Detchd,1Story,127000
6,940,1026,RL,AllPub,CollgCr,Detchd,SLvl,147000
6,702,1481,RL,AllPub,Gilbert,Attchd,2Story,174000
7,1090,1370,RL,AllPub,NWAmes,Attchd,1Story,152000
6,1054,2654,RL,AllPub,NWAmes,Attchd,2Story,250000
7,912,1426,RL,AllPub,Crawfor,Detchd,1.5Fin,189950
5,1039,1039,RL,AllPub,Sawyer,Attchd,1Story,131500
6,1040,1097,RL,AllPub,SawyerW,Attchd,1Story,152000
5,1148,1148,RL,AllPub,NAmes,Attchd,1Story,132500
7,1372,1372,FV,AllPub,Somerst,Attchd,1Story,250580
5,1002,1002,RL,AllPub,NAmes,Detchd,1Story,148500
8,1638,1646,RL,AllPub,Timber,Attchd,1Story,248900
4,1040,1120,RL,AllPub,Sawyer,Attchd,1Story,129000
5,0,2320,RL,AllPub,Gilbert,Attchd,2Story,169000
7,1050,1949,RL,AllPub,SawyerW,Attchd,2Story,236000
5,894,894,RL,AllPub,NAmes,Detchd,1Story,109500
6,804,1682,RL,AllPub,CollgCr,Attchd,2Story,200500
5,105,910,RL,AllPub,NAmes,Attchd,1Story,116000
5,832,1268,RL,AllPub,NAmes,Attchd,1Story,133000
5,676,1131,RM,AllPub,OldTown,Detchd,1.5Fin,66500
8,1184,2610,FV,AllPub,Somerst,BuiltIn,2Story,303477
4,1064,1040,RL,AllPub,Mitchel,Attchd,1Story,132250
9,1462,2224,RL,AllPub,NridgHt,Attchd,2Story,350000
5,1109,1155,RL,AllPub,Sawyer,Detchd,SFoyer,148000
5,864,864,RL,AllPub,CollgCr,Attchd,1Story,136500
5,1090,1090,RL,AllPub,Edwards,Attchd,1Story,157000
7,1156,1717,RL,AllPub,Timber,Attchd,1.5Fin,187500
6,808,1593,RL,AllPub,Gilbert,BuiltIn,2Story,178000
4,795,2230,RL,AllPub,SWISU,Detchd,2.5Fin,118500
5,892,892,RL,AllPub,NAmes,Attchd,1Story,100000
9,1698,1709,FV,AllPub,Somerst,Attchd,1Story,328900
5,1626,1712,RL,AllPub,NAmes,Attchd,1Story,145000
5,816,1393,RL,AllPub,Edwards,Attchd,1.5Fin,135500
8,2217,2217,RL,AllPub,NAmes,Attchd,1Story,268000
6,1505,1505,RL,AllPub,NAmes,Attchd,1Story,149500
5,672,924,RL,AllPub,NAmes,Detchd,1.5Fin,122900
6,918,1683,RL,AllPub,Sawyer,Attchd,2Story,172500
6,1059,1068,RL,AllPub,Sawyer,Attchd,1Story,154500
5,1383,1383,RL,AllPub,Sawyer,Attchd,1Story,165000
5,0,1535,RL,AllPub,SawyerW,Attchd,1Story,118858
6,780,1796,RL,AllPub,NAmes,Attchd,2Story,140000
4,951,951,RM,AllPub,IDOTRR,Detchd,1Story,106500
5,0,2240,RL,AllPub,SawyerW,Detchd,2Story,142953
9,2330,2364,RL,AllPub,NridgHt,Attchd,1Story,611657
5,912,1236,RL,AllPub,Sawyer,Attchd,1Story,135000
4,858,858,RL,AllPub,NAmes,Detchd,1Story,110000
5,992,1306,RL,AllPub,NAmes,Detchd,1Story,153000
7,783,1509,RL,AllPub,Gilbert,Attchd,2Story,180000
7,1670,1670,RL,AllPub,Gilbert,Attchd,1Story,240000
5,876,902,RL,AllPub,Sawyer,Attchd,1Story,125500
5,1056,1063,RL,AllPub,NAmes,Attchd,1Story,128000
8,1623,1636,RL,AllPub,Somerst,Attchd,1Story,255000
7,1017,2057,RL,AllPub,Crawfor,Attchd,1.5Fin,250000
5,864,902,RL,AllPub,Mitchel,Attchd,1Story,131000
6,742,1484,RL,AllPub,Gilbert,Attchd,2Story,174000
5,1105,2274,RL,AllPub,NAmes,Detchd,2Story,154300
5,1268,1268,RL,AllPub,CollgCr,Detchd,1Story,143500
5,768,1015,RM,AllPub,BrkSide,Detchd,1Story,88000
5,1001,2002,RH,AllPub,Crawfor,2Types,2Story,145000
6,612,1224,FV,AllPub,Somerst,Detchd,2Story,173733
4,546,1092,RM,AllPub,MeadowV,Attchd,2Story,75000
2,480,480,C (all),AllPub,IDOTRR,Detchd,1Story,35311
4,1134,1229,RL,AllPub,Edwards,Attchd,1Story,135000
7,1104,2127,RL,AllPub,SawyerW,Attchd,2Story,238000
6,1184,1414,RL,AllPub,NAmes,Attchd,1Story,176500
6,928,1721,RL,AllPub,SawyerW,Attchd,2Story,201000
5,1272,2200,RL,AllPub,Edwards,NA,1.5Fin,145900
6,1316,1316,RL,AllPub,Gilbert,Attchd,1Story,169990
6,1604,1617,RL,AllPub,SawyerW,Attchd,1Story,193000
6,1686,1686,RL,AllPub,NWAmes,Attchd,1Story,207500
5,1126,1126,RL,AllPub,NWAmes,Attchd,1Story,175000
8,1181,2374,RL,AllPub,NridgHt,BuiltIn,2Story,285000
7,832,1978,RL,AllPub,NWAmes,Attchd,2Story,176000
8,1753,1788,RL,AllPub,CollgCr,Attchd,1Story,236500
7,964,2236,RL,AllPub,Gilbert,BuiltIn,2Story,222000
8,1466,1466,RL,AllPub,Timber,Attchd,1Story,201000
5,925,925,RL,AllPub,NAmes,Detchd,1Story,117500
9,1905,1905,RL,AllPub,Somerst,Attchd,1Story,320000
7,1500,1500,RL,AllPub,CollgCr,Attchd,1Story,190000
7,585,2069,RL,AllPub,NAmes,Attchd,1Story,242000
4,600,747,RL,AllPub,BrkSide,Detchd,1Story,79900
7,1176,1200,RL,AllPub,SawyerW,Attchd,1Story,184900
7,1113,1971,RL,AllPub,Somerst,Attchd,2Story,253000
7,1391,1962,RL,AllPub,CollgCr,Attchd,2Story,239799
7,1032,2403,RL,AllPub,ClearCr,Attchd,2Story,244400
6,1728,1728,RL,AllPub,Mitchel,Attchd,1Story,150900
7,992,2060,RL,AllPub,Gilbert,BuiltIn,2Story,214000
4,1440,1440,RL,AllPub,Edwards,NA,1Story,150000
5,1632,1632,RL,AllPub,Mitchel,Attchd,1Story,143000
6,819,1344,RL,NoSeWa,Timber,Basment,SLvl,137500
5,1088,1869,RM,AllPub,OldTown,Detchd,1.5Fin,124900
5,1144,1144,RL,AllPub,NAmes,Attchd,SLvl,143000
8,1616,1629,RL,AllPub,Timber,Attchd,1Story,270000
7,936,1776,RL,AllPub,CollgCr,Attchd,2Story,192500
6,1161,1381,RL,AllPub,NWAmes,Attchd,1Story,197500
5,864,864,RL,AllPub,NAmes,Detchd,1Story,129000
5,828,965,RH,AllPub,SawyerW,Detchd,1Story,119900
5,768,768,RL,AllPub,CollgCr,Detchd,SFoyer,133900
5,784,1968,RL,AllPub,Mitchel,Attchd,2Story,172000
6,945,980,RL,AllPub,Edwards,NA,SFoyer,127500
6,979,1958,RH,AllPub,Crawfor,Attchd,2Story,145000
6,561,1229,RM,AllPub,Blueste,Attchd,2Story,124000
5,1057,1057,RL,AllPub,Sawyer,Detchd,1Story,132000
7,1337,1337,RL,AllPub,CollgCr,Attchd,1Story,185000
7,696,1416,FV,AllPub,Somerst,Detchd,2Story,155000
5,858,858,RL,AllPub,BrkSide,NA,1Story,116500
6,1330,2872,RL,AllPub,NWAmes,Attchd,2Story,272000
6,804,1548,RL,AllPub,NPkVill,Detchd,2Story,155000
9,1800,1800,RL,AllPub,CollgCr,Attchd,1Story,239000
7,817,1894,RL,AllPub,Timber,BuiltIn,2Story,214900
6,783,1484,RL,AllPub,Gilbert,Attchd,2Story,178900
5,728,1308,RL,AllPub,Crawfor,Detchd,1.5Fin,160000
5,1098,1098,RL,AllPub,NAmes,Attchd,1Story,135000
3,600,968,RM,AllPub,OldTown,NA,1.5Fin,37900
6,588,1095,RL,AllPub,NAmes,Attchd,SLvl,140000
4,720,1192,RL,AllPub,NAmes,NA,1.5Fin,135000
7,764,1626,RL,AllPub,NridgHt,BuiltIn,2Story,173000
6,918,918,RL,AllPub,SawyerW,Attchd,1Story,99500
7,1428,1428,FV,AllPub,Somerst,Attchd,1Story,182000
7,728,2019,RL,AllPub,BrkSide,Detchd,2Story,167500
7,673,1382,FV,AllPub,Somerst,Detchd,2Story,165000
4,440,869,RL,AllPub,BrkSide,NA,1Story,85500
7,1241,1241,FV,AllPub,Somerst,Attchd,1Story,199900
4,894,894,RL,AllPub,Edwards,Detchd,1Story,110000
5,1121,1121,RL,AllPub,Sawyer,Detchd,1Story,139000
7,944,999,RL,AllPub,NAmes,Attchd,SFoyer,178400
8,1225,2612,RL,AllPub,NoRidge,Attchd,2Story,336000
7,1266,1266,RL,AllPub,Blmngtn,Attchd,1Story,159895
8,1128,2290,RL,AllPub,CollgCr,Attchd,2Story,255900
5,0,1734,RL,AllPub,Mitchel,Attchd,1.5Fin,126000
5,1164,1164,RL,AllPub,Edwards,Detchd,1Story,125000
6,485,1635,RM,AllPub,OldTown,Attchd,1.5Fin,117000
9,1930,1940,RL,AllPub,NridgHt,Attchd,1Story,395192
6,848,2030,RL,AllPub,NWAmes,Attchd,2Story,195000
7,770,1576,FV,AllPub,Somerst,Attchd,2Story,197000
8,1396,2392,RL,AllPub,NoRidge,Attchd,2Story,348000
8,916,1742,RM,AllPub,OldTown,Attchd,2Story,168000
6,822,1851,RL,AllPub,NAmes,Attchd,2Story,187000
6,750,1500,RL,AllPub,CollgCr,Attchd,2Story,173900
10,1700,1718,RL,AllPub,NridgHt,Attchd,1Story,337500
4,747,1230,RL,AllPub,BrkSide,Detchd,1.5Fin,121600
5,1050,1050,RL,AllPub,NAmes,Attchd,1Story,136500
6,1442,1442,RL,AllPub,NWAmes,Attchd,1Story,185000
3,1007,1077,RM,AllPub,IDOTRR,Detchd,1Story,91000
7,1187,1208,RL,AllPub,CollgCr,Attchd,1Story,206000
3,0,944,RL,AllPub,Edwards,Detchd,1Story,82000
5,691,691,RL,AllPub,OldTown,Detchd,1Story,86000
8,1574,1574,RL,AllPub,Somerst,Attchd,1Story,232000
5,1680,1680,RL,AllPub,NWAmes,Detchd,1Story,136905
7,1346,1504,RL,AllPub,Blmngtn,Attchd,1Story,181000
5,985,985,RL,AllPub,CollgCr,Attchd,SLvl,149900
6,1657,1657,RL,AllPub,NAmes,Attchd,1Story,163500
4,546,1092,RM,AllPub,MeadowV,Attchd,2Story,88000
7,1710,1710,RL,AllPub,Mitchel,Attchd,1Story,240000
5,1008,1522,RL,AllPub,SWISU,NA,1.5Fin,102000
5,720,1271,RL,AllPub,Sawyer,Attchd,1.5Fin,135000
5,0,1664,RL,AllPub,Edwards,NA,1Story,100000
6,602,1502,RL,AllPub,Crawfor,Detchd,2Story,165000
5,1022,1022,RM,AllPub,OldTown,Detchd,1Story,85000
6,1082,1082,RL,AllPub,NAmes,Detchd,1Story,119200
8,810,1665,RL,AllPub,NWAmes,Attchd,2Story,227000
7,1504,1504,RL,AllPub,CollgCr,Attchd,1Story,203000
8,1220,1360,RL,AllPub,StoneBr,Attchd,1Story,187500
7,384,1472,RL,AllPub,Gilbert,Attchd,SLvl,160000
7,1362,1506,RL,AllPub,Blmngtn,Attchd,1Story,213490
4,1132,1132,RL,AllPub,Edwards,Attchd,1Story,176000
7,1199,1220,RL,AllPub,CollgCr,Attchd,1Story,194000
5,912,1248,RM,AllPub,OldTown,Detchd,1.5Fin,87000
7,1346,1504,RL,AllPub,Blmngtn,Attchd,1Story,191000
8,1565,2898,RL,AllPub,Timber,Attchd,1Story,287000
5,882,882,RL,AllPub,CollgCr,Detchd,1Story,112500
5,1268,1264,RL,AllPub,NAmes,Attchd,1Story,167500
8,1638,1646,RL,AllPub,Timber,Attchd,1Story,293077
5,768,1376,RL,AllPub,NAmes,Attchd,1.5Fin,105000
6,672,1218,RM,AllPub,BrDale,Detchd,2Story,118000
5,686,1928,RH,AllPub,SWISU,NA,2Story,160000
7,824,3082,RL,AllPub,SWISU,Basment,2.5Fin,197000
8,1338,2520,RL,AllPub,NoRidge,Attchd,2Story,310000
7,1654,1654,RL,AllPub,CollgCr,Attchd,1Story,230000
5,920,954,RL,AllPub,Crawfor,Basment,1Story,119750
4,0,845,RL,AllPub,Edwards,Detchd,1Story,84000
9,1620,1620,RL,AllPub,Timber,Attchd,1Story,315500
8,1055,2263,RL,AllPub,CollgCr,BuiltIn,2Story,287000
4,546,1344,RM,AllPub,MeadowV,NA,2Story,97000
4,630,630,RM,AllPub,MeadowV,Attchd,SFoyer,80000
5,1134,1803,RL,AllPub,Sawyer,Attchd,1Story,155000
6,800,1632,RL,AllPub,NWAmes,Attchd,2Story,173000
6,1306,1306,RL,AllPub,NridgHt,Attchd,1Story,196000
7,1475,2329,RL,AllPub,SawyerW,Attchd,2Story,262280
8,2524,2524,RL,AllPub,NWAmes,Attchd,1Story,278000
3,0,1733,RL,AllPub,Edwards,Attchd,1Story,139600
9,1992,2868,RL,AllPub,StoneBr,BuiltIn,2Story,556581
5,990,990,RL,AllPub,CollgCr,Detchd,1Story,145000
5,0,1771,RL,AllPub,Mitchel,Attchd,1Story,115000
4,0,930,RL,AllPub,Edwards,Detchd,1Story,84900
7,1302,1302,RL,AllPub,Gilbert,Attchd,1Story,176485
7,1316,1316,RL,AllPub,CollgCr,Attchd,1Story,200141
6,816,1977,RL,AllPub,NAmes,Attchd,2Story,165000
5,1216,1526,RL,AllPub,Edwards,Basment,1Story,144500
8,1065,1989,RL,AllPub,CollgCr,Attchd,2Story,255000
6,1193,1523,RL,AllPub,NWAmes,Attchd,1Story,180000
7,1364,1364,RL,AllPub,NridgHt,Attchd,1Story,185850
7,973,1850,RL,AllPub,NoRidge,BuiltIn,2Story,248000
9,1104,2184,RL,AllPub,NridgHt,Attchd,2Story,335000
6,854,1991,RL,AllPub,Crawfor,Detchd,1.5Fin,220000
8,1338,1338,RL,AllPub,StoneBr,Attchd,1Story,213500
3,894,894,C (all),AllPub,IDOTRR,Detchd,1Story,81000
5,662,2337,RM,AllPub,OldTown,Detchd,2Story,90000
6,1103,1103,RM,AllPub,OldTown,Detchd,1Story,110500
5,1154,1154,RL,AllPub,NAmes,Attchd,1Story,154000
7,1306,2260,RL,AllPub,ClearCr,Attchd,2Story,328000
6,799,1571,RL,AllPub,Gilbert,Attchd,2Story,178000
6,780,1611,RL,AllPub,NAmes,Attchd,2Story,167900
6,942,2521,RM,AllPub,MeadowV,Attchd,2Story,151400
5,845,893,RL,AllPub,NAmes,Detchd,1.5Unf,135000
5,1048,1048,RL,AllPub,NAmes,Attchd,1Story,135000
6,727,1556,RL,AllPub,NWAmes,Attchd,2Story,154000
5,810,1456,RL,AllPub,Edwards,Detchd,1.5Fin,91500
6,690,1426,RL,AllPub,Edwards,Attchd,2Story,159500
7,1240,1240,RL,AllPub,CollgCr,Attchd,1Story,194000
7,800,1740,RL,AllPub,Crawfor,Attchd,2Story,219500
5,796,1466,RL,AllPub,OldTown,Attchd,1.5Fin,170000
5,1096,1096,RL,AllPub,NAmes,Attchd,1Story,138800
6,848,848,RM,AllPub,CollgCr,Attchd,1Story,155900
5,990,990,RL,AllPub,CollgCr,Attchd,1Story,126000
6,1258,1258,RL,AllPub,NWAmes,Attchd,1Story,145000
5,1040,1040,RL,AllPub,Sawyer,Attchd,1Story,133000
7,1459,1459,RL,AllPub,CollgCr,Attchd,1Story,192000
6,1251,1251,RL,AllPub,NAmes,Attchd,1Story,160000
6,691,1498,RL,AllPub,Gilbert,Attchd,2Story,187500
6,936,996,RL,AllPub,SawyerW,Attchd,SFoyer,147000
4,546,1092,RM,AllPub,MeadowV,Attchd,2Story,83500
8,1082,1953,FV,AllPub,Somerst,Attchd,2Story,252000
7,970,1709,RM,AllPub,Edwards,Detchd,2Story,137500
8,1247,1247,FV,AllPub,Somerst,Attchd,1Story,197000
3,0,1040,RL,AllPub,NAmes,Detchd,1Story,92900
7,600,1252,FV,AllPub,Somerst,Detchd,2Story,160000
6,1181,1694,RL,AllPub,SWISU,Detchd,1.5Fin,136500
